Country,Year,Population,Taux d'épargne,Taux de croissance démographique,GDP (constant 2015 US$),Gross Fixed Capital Formation (constant 2015 US$),"Population ages 15-64, total",Gross Fixed Capital Formation (% GDP)
Chile,2021,19456334,16.6254465707356,0.441498091207504,273436873982.626,67060872244.0723,13414555,23.3116165232102
Chile,2022,19553036,16.8370044359832,0.495789591494285,279066228503.412,69692610833.6265,13480325,25.2940857170915
Chile,2023,19658835,19.3381989902957,0.53962870957127,279676771459.229,68919804749.9082,13549330,23.8338638827598
Colombia,1990,32440069,20.8809990215218,2.06742882129527,120488417446.261,17957773193.8347,19531522,19.0524928805132
Colombia,1991,33098372,22.9369713977813,2.00897406347511,122900122761.671,16849245009.559,20008011,17.514716713386
Colombia,1992,33760571,19.0853387553686,1.98094862084333,127871346008.238,18941350158.5719,20487139,19.1049769206483
Colombia,1993,34441473,17.9026531820553,1.99678655879278,134757742185.312,25809310501.8927,20977668,22.8507409211656
Colombia,1994,35127410,19.1014151762696,1.97202887200902,142593449287.222,31339404020.8235,21474030,23.2882962964016
Colombia,1995,35804662,18.5070875367645,1.9096370992151,150011784497.792,31623173803.941,21981200,22.3961647913646
Colombia,1996,36462745,15.109326154664,1.82129460113512,153095808839.253,31181681297.966,22494969,21.5958207070305
Colombia,1997,37121149,13.4982660548558,1.78958066993845,158347444690.971,30554755842.2711,23022399,20.2056206872574
Colombia,1998,37792165,12.8734816084073,1.79149449060697,159249683235.263,28629532716.5451,23562299,18.9364606568743
Colombia,1999,38454863,13.5396341995578,1.73833578882204,152554802278.5,18736210473.7569,24096862,13.2478542787631
Colombia,2000,39089934,13.5749686725974,1.63798274950516,157016818928.93,18357953718.4935,24613759,14.1293141067755
Colombia,2001,39709262,12.8346353937112,1.57194688390217,159651401476.819,20142689594.0362,25125806,15.3995333206406
Colombia,2002,40324680,13.9254606168321,1.53792282248162,163649041384.447,22382174106.2068,25643164,16.725296853536
Colombia,2003,40937429,15.3964953055729,1.5081090586904,170061255792.911,24952982186.1633,26164815,18.1097505002846
Colombia,2004,41543171,16.8283644027065,1.46883725533231,179130660092.783,27730280875.0599,26693916,18.8317596064491
Colombia,2005,42128977,18.4240690966926,1.4002642115634,187780451739.376,31343852442.5001,27226917,20.9561543150332
Colombia,2006,42691084,19.0107722890368,1.32542990992624,200393418124.055,37227617803.6024,27760710,22.5775935262733
Colombia,2007,43235374,18.638649868679,1.26689099629201,213896316785.023,44632656740.2787,28295608,24.0773758127074
Colombia,2008,43758808,19.5682086075973,1.20339154806457,220919487240.849,43420671103.3494,28823003,21.9137810195697
Colombia,2009,44271541,18.6699966386017,1.16491370094378,223437193184.792,45355179625.2491,29347248,22.6467081627038
Colombia,2010,44777319,18.4559135277445,1.13596836363633,233479933032.173,48577536863.3683,29865872,22.0429732014851
Colombia,2011,45259614,19.3455564254972,1.07133727666266,249701866578.277,54509810828.0553,30360769,21.9158254216725
Colombia,2012,45715810,18.3713284261771,1.00290782655336,259471791121.288,56327242193.9351,30831937,21.1252094876723
Colombia,2013,46151584,18.1897993478304,0.948709328751527,272793056063.57,61103698378.4749,31289253,21.3383970995375
Colombia,2014,46565429,18.1560951133674,0.892711563926366,285066097496.814,66729237488.9164,31719365,22.6705098813348
Colombia,2015,46969940,17.3698672741382,0.864942376762699,293492370193.166,68603201437.9211,32128090,23.3747819041323
Colombia,2016,47437512,17.4778572831634,0.990548549326914,299618678572.191,66620549038.7795,32587468,22.1296577145622
Colombia,2017,48131078,17.1021276324029,1.45147726169193,303691577641.583,67855877161.6442,33230636,21.7227919184852
Colombia,2018,49024465,16.3655824640151,1.83913784861099,311479214511.795,68559434276.7921,34024305,21.2278710779912
Colombia,2019,49907985,16.1789059058448,1.78615507724394,321405606655.842,70092743821.6765,34779344,21.269107264817
Colombia,2020,50629997,14.4374602199092,1.43632167326968,298309675728.093,53535626766.5933,35375771,18.3620756136132
Colombia,2021,51188173,13.0598733710229,1.09642825395961,330530695024.886,62473975248.1539,35825579,18.9897319714179
Colombia,2022,51737944,13.5390968960442,1.06829295530618,354622693594.661,69653978031.3587,36237340,19.0338626376131
Colombia,2023,52321152,11.3129375004262,1.12092864340999,356787344438.831,63009028792.9553,36638790,17.3791605244782
Costa Rica,1990,3121706,19.3572310417619,2.52640419852885,18845898693.2498,2950845930.2262,1858112,22.3909668567092
Costa Rica,1991,3202176,13.1788882984043,2.5450931455096,19272881732.3082,2572751123.42202,1910322,17.0050963129734
Costa Rica,1992,3284258,14.6149669405139,2.53101725222341,21046199572.7927,3311921120.0032,1966143,19.3713082916137
Costa Rica,1993,3367434,13.0998616113082,2.50102787685133,22539888605.2252,3802619111.15868,2025066,20.39289216313
Costa Rica,1994,3451122,15.2444054292734,2.45483655616742,23558472567.298,3942734526.54082,2086944,19.9861393747316
Costa Rica,1995,3535176,15.8922667356587,2.40636903822296,24537080455.4701,4166456385.65155,2151394,19.7915168683805
Costa Rica,1996,3619013,14.1387855953537,2.34382507825926,24868443787.3919,3931690587.32996,2217937,17.9523193631735
Costa Rica,1997,3701711,15.7293742354029,2.25938084660032,26230280995.2372,4653068260.18333,2286270,19.2696393046172
Costa Rica,1998,3782838,17.4392312000541,2.16793763840442,28107138541.4782,5875315142.2797,2355561,22.1180461240169
Costa Rica,1999,3862101,15.7440816337592,2.07368143393479,29291801356.6403,5766776256.95199,2424936,21.0870091638892
Costa Rica,2000,3937739,15.7707838527682,1.93953648052985,30425018574.4757,5502822484.64295,2492956,19.6895820518742
Costa Rica,2001,4008947,16.5729381802482,1.79219125961783,31487207663.2952,5658281697.7874,2559071,19.8348156807213
Costa Rica,2002,4075705,14.3572145088999,1.65151245454059,32563086627.9419,5942261832.99159,2623592,19.7839966151584
Costa Rica,2003,4138784,13.4199741603238,1.53582870223889,33968893647.7095,6265122987.16484,2686697,19.790175521696
Costa Rica,2004,4200078,14.8808009212715,1.47010716590985,35471881178.9969,6330019563.78455,2748636,19.8781564478728
Costa Rica,2005,4261240,14.1790464987712,1.44571011925289,36882479548.0029,6620428606.9512,2809428,19.9518024342991
Costa Rica,2006,4321340,16.4470900729914,1.40053416057494,39584746492.4417,7128549747.12611,2868691,20.293066801457
Costa Rica,2007,4380248,17.1170057858931,1.35398044462869,42836685662.1245,8481899229.66156,2926162,22.3649992802424
Costa Rica,2008,4440056,15.2423556797941,1.35616451871952,44866362740.5382,9303668816.9933,2982006,23.7449715296068
Costa Rica,2009,4499791,15.7818048370424,1.33639622760454,44474474828.8682,8129642878.3729,3036160,21.0035629736066
Costa Rica,2010,4555962,15.8017129041356,1.24057536472066,46858459461.2317,8477268168.58357,3087990,19.4564092871474
Costa Rica,2011,4609833,13.7990461337207,1.17549258554055,48921712048.582,8752190879.30302,3136802,19.4325156619155
Costa Rica,2012,4663934,13.8379894190527,1.16676672488044,51310359848.0341,9503607874.58602,3182923,20.0288559026881
Costa Rica,2013,4716147,13.8345319589992,1.11328546681261,52590433317.5191,9963385712.57138,3226970,19.8156100827853
Costa Rica,2014,4767119,13.4957808109534,1.07499865275958,54453244250.7631,10351214667.9086,3269503,19.839949560223
Costa Rica,2015,4818038,14.6225454444807,1.06246520512643,56441920820.5194,10717714717.4987,3310534,18.988926247886
Costa Rica,2016,4866998,15.8807370539616,1.01105286688192,58814921621.3159,11360656123.5904,3348714,18.8245430063268
Costa Rica,2017,4913177,14.2437090330734,0.944345948457895,61260269007.514,11369574430.6881,3382293,18.1777606896189
Costa Rica,2018,4957818,14.3836429457592,0.904494518403601,62862779082.5908,11552889746.9252,3411523,18.2028667597056
Costa Rica,2019,4999553,13.8909906477553,0.838278384859255,64382494195.8,10609590147.8469,3437953,16.2541664771702
Costa Rica,2020,5034320,14.8846090229357,0.6929953994471,61631202097.7205,10252022734.5485,3462536,16.1681534980596
Costa Rica,2021,5059988,14.5296479485533,0.508564932290693,66522107766.4296,11055185759.008,3483167,16.8662904144554
Costa Rica,2022,5081765,13.9460833075128,0.429453043658398,69549856033.0247,11216193347.6868,3501250,16.9503668523823
Costa Rica,2023,5105525,14.308379784913,0.46646444898736,73105190307.8725,12180565495.2558,3520268,16.1793973267178
Czechia,1990,10333355,,-0.267830773210837,122972963910.768,27112372823.8223,6822129,24.6553051053143
Czechia,1991,10308578,,-0.240064841789636,108689725047.004,19700474983.4849,6853093,23.4782258614546
Czechia,1992,10319123,,0.102241165106867,108139165567.356,22946614157.2234,6904572,27.2068845291385
Czechia,1993,10329855,28.4639881394802,0.103947042476644,108206108277.86,22990011037.1462,6955927,27.6669550715873
Czechia,1994,10333587,28.9445697217897,0.0361217655856125,111354158849.535,25691314477.3616,7003190,29.1517548606901
Czechia,1995,10327253,30.2802000124017,-0.0613140627238111,118281953148.026,31685453773.0576,7039893,33.4816504944355
Czechia,1996,10315241,29.502499378044,-0.11638129923463,123212636048.58,34776028212.8157,7065162,34.1632093780358
Czechia,1997,10304131,27.094185666021,-0.107762749274352,122478487849.992,33045225875.2985,7089185,32.3173712169401
Czechia,1998,10294373,29.1696771381875,-0.0947447516571582,121996963422.938,32667157030.3369,7114102,30.8398236143565
Czechia,1999,10283860,27.691720137552,-0.102175934295454,123678521510.239,32041233680.5732,7140046,30.0159001444465
Czechia,2000,10255063,28.0880241916574,-0.280414108078884,128638858397.276,34376256964.2766,7155737,31.1058465641539
